web-scraper-order,web-scraper-start-url,terrains_links,terrains_links-href,area,price,address,images_links
1732752525-341,https://sn.coinafrique.com/categorie/terrains?page=115,Terrain  - Montagne nord Louga,https://sn.coinafrique.com/annonce/terrains/terrain-montagne-nord-louga-2705048,,3 500 000 CFA,"Louga, Sénégal","background-image: url(""https://images.coinafrique.com/2705048_uploaded_image1_1603115652.jpg""); width: 587px;"
1732752531-342,https://sn.coinafrique.com/categorie/terrains?page=115,Terrain - Ngor,https://sn.coinafrique.com/annonce/terrains/terrain-ngor-2705437,637,500 000 CFA,"Ngor, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2705437_uploaded_image1_1603124740.jpg""); width: 527px;"
1732752535-343,https://sn.coinafrique.com/categorie/terrains?page=115,Terrains 373 m²  - Yoff,https://sn.coinafrique.com/annonce/terrains/terrains-373-m-yoff-2705470,373,175 000 000 CFA,"Yoff, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2705470_uploaded_image1_1603125465.jpg""); width: 527px;"
1732752539-344,https://sn.coinafrique.com/categorie/terrains?page=115,Terrains 400 m2 - Malikounda,https://sn.coinafrique.com/annonce/terrains/terrains-400-m2-malikounda-2705590,400,7 000 000 CFA,"Malikounda, Sénégal","background-image: url(""https://images.coinafrique.com/2705590_uploaded_image1_1603129364.jpg""); width: 550px;"
1732752545-345,https://sn.coinafrique.com/categorie/terrains?page=115,Vente terrain - Bambylor gorom,https://sn.coinafrique.com/annonce/terrains/vente-terrain-bambylor-gorom-2706031,150 m2,1 500 000 CFA,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2706031_uploaded_image1_1603145630.jpg""); width: 422px;"
1732752550-346,https://sn.coinafrique.com/categorie/terrains?page=115,Vente terrain,https://sn.coinafrique.com/annonce/terrains/vente-terrain-2706099,,Prix sur demande,"Parcelle Assainies, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2706099_uploaded_image3_1603148083.jpeg""); width: 558px;"
1732752553-347,https://sn.coinafrique.com/categorie/terrains?page=115,Vente Terrains106 ha - Diass,https://sn.coinafrique.com/annonce/terrains/vente-terrains106-ha-diass-2706122,106000000 m2,Prix sur demande,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2706122_uploaded_image1_1603148801.jpg""); width: 548px;"
1732752559-348,https://sn.coinafrique.com/categorie/terrains?page=115,Parcelles 250 m² - Sangué,https://sn.coinafrique.com/annonce/terrains/parcelles-250-m-sangue-2707415,250 m2,9 000 000 CFA,"Thies, Sénégal","background-image: url(""https://images.coinafrique.com/2707415_uploaded_image2_1603200736.jpeg""); width: 581px;"
1732752564-349,https://sn.coinafrique.com/categorie/terrains?page=115,Parcelles 200 m2 - Momboye,https://sn.coinafrique.com/annonce/terrains/parcelles-200-m2-momboye-2707433,200 m2,1 500 000 CFA,"Thies, Sénégal","background-image: url(""https://images.coinafrique.com/2707433_uploaded_image1_1603201179.jpg""); width: 581px;"
1732752569-350,https://sn.coinafrique.com/categorie/terrains?page=115,Terrain - Bambilor,https://sn.coinafrique.com/annonce/terrains/terrain-bambilor-2707518,150 m2,2 800 000 CFA,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2707518_uploaded_image2_1603203111.jpeg""); width: 420px;"
1732752573-351,https://sn.coinafrique.com/categorie/terrains?page=115,Terrains 309 m2 - Cité mourtada,https://sn.coinafrique.com/annonce/terrains/terrains-309-m2-cite-mourtada-2707703,309,135 000 000 CFA,"Mermoz-Sacré Coeur, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2707703_uploaded_image1_1603206980.jpg""); width: 671px;"
1732752577-352,https://sn.coinafrique.com/categorie/terrains?page=115,Terrains 200 m2 - Ouest Foire,https://sn.coinafrique.com/annonce/terrains/terrains-200-m2-ouest-foire-2707934,200,55 000 000 CFA,"Ouest Foire, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2707934_uploaded_image1_1603213209.jpg""); width: 369px;"
1732752582-353,https://sn.coinafrique.com/categorie/terrains?page=115,Terrain 1600 m2 - Ngekhokh,https://sn.coinafrique.com/annonce/terrains/terrain-1600-m2-ngekhokh-2708610,1600,Prix sur demande,"Mbour, Sénégal","background-image: url(""https://images.coinafrique.com/2708610_uploaded_image1_1603239842.jpg""); width: 593px;"
1732752587-354,https://sn.coinafrique.com/categorie/terrains?page=115,Terrain 500 m2 - Saly,https://sn.coinafrique.com/annonce/terrains/terrain-500-m2-saly-2708627,500,17 000 000 CFA,"Saly, Sénégal","background-image: url(""https://images.coinafrique.com/2708627_uploaded_image1_1603241377.jpg""); width: 593px;"
1732752593-355,https://sn.coinafrique.com/categorie/terrains?page=115,Terrain 300 m2 - Sindia,https://sn.coinafrique.com/annonce/terrains/terrain-300-m2-sindia-2708629,400,5 000 000 CFA,"Mbour, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_2708629_uploaded_image1_1603241568.jpg""); width: 593px;"
1732752597-356,https://sn.coinafrique.com/categorie/terrains?page=115,Terrain 400 m2 - Yéne,https://sn.coinafrique.com/annonce/terrains/terrain-400-m2-yene-2708631,,10 000 000 CFA,"Toubab Dialao, Sénégal","background-image: url(""https://images.coinafrique.com/2708631_uploaded_image1_1603241795.jpg""); width: 593px;"
1732752602-357,https://sn.coinafrique.com/categorie/terrains?page=115,Terrains 200 m2 - Ouest foire,https://sn.coinafrique.com/annonce/terrains/terrains-200-m2-ouest-foire-2709099,200,55 000 000 CFA,"Ouest Foire, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2709099_uploaded_image2_1603274719.jpeg""); width: 619px;"
1732752607-358,https://sn.coinafrique.com/categorie/terrains?page=115,Terrain 150 m2 - Technopole,https://sn.coinafrique.com/annonce/terrains/terrain-150-m2-technopole-2709722,150 m2,25 000 000 CFA,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2709722_uploaded_image1_1603288533.jpg""); width: 393px;"
1732752612-359,https://sn.coinafrique.com/categorie/terrains?page=115,Vente Terrain - Kounoune,https://sn.coinafrique.com/annonce/terrains/vente-terrain-kounoune-2710292,150 m2,12 000 000 CFA,"Rufisque, Sénégal","background-image: url(""https://images.coinafrique.com/2710292_uploaded_image1_1603306433.jpg""); width: 369px;"
1732752617-360,https://sn.coinafrique.com/categorie/terrains?page=115,Vente Terrain 2000m² - Ngaparou,https://sn.coinafrique.com/annonce/terrains/vente-terrain-2000m-ngaparou-2710440,2000 m2,70 000 000 CFA,"Mbour, Sénégal","background-image: url(""https://images.coinafrique.com/2710440_uploaded_image1_1603311715.jpg""); width: 369px;"
1732752622-361,https://sn.coinafrique.com/categorie/terrains?page=115,Vente Terrain - Zac de mbao,https://sn.coinafrique.com/annonce/terrains/vente-terrain-zac-de-mbao-2710595,159 m2,25 000 000 CFA,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2710595_uploaded_image1_1603318250.jpg""); width: 369px;"
1732752627-362,https://sn.coinafrique.com/categorie/terrains?page=115,Terrains 225  m2 - Ndiass,https://sn.coinafrique.com/annonce/terrains/terrains-225-m2-ndiass-2711072,225,1 000 000 CFA,"Ndiass, Sénégal","background-image: url(""https://images.coinafrique.com/2711072_uploaded_image1_1603357030.jpg""); width: 398px;"
1732752631-363,https://sn.coinafrique.com/categorie/terrains?page=115,Terrain 150 m2 - Keur Massar,https://sn.coinafrique.com/annonce/terrains/terrain-150-m2-keur-massar-2711640,150 m2,8 000 000 CFA,"Keur Massar, Sénégal","background-image: url(""https://images.coinafrique.com/2711640_uploaded_image1_1603370505.jpg""); width: 410px;"
1732752636-364,https://sn.coinafrique.com/categorie/terrains?page=115,Terrains - Mbour Santhian,https://sn.coinafrique.com/annonce/terrains/terrains-mbour-santhian-2711961,180 m2,3 000 000 CFA,"Mbour, Sénégal","background-image: url(""https://images.coinafrique.com/2711961_uploaded_image1_1603377485.jpg""); width: 534px;"
1732752640-365,https://sn.coinafrique.com/categorie/terrains?page=115,Terrain 352 m² - Cité Biagui,https://sn.coinafrique.com/annonce/terrains/terrain-352-m-cite-biagui-2712118,352,175 000 000 CFA,"Yoff, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2712118_uploaded_image1_1603381006.jpg""); width: 527px;"
1732752645-366,https://sn.coinafrique.com/categorie/terrains?page=115,Vente Terrain 225 m² - Thiès,https://sn.coinafrique.com/annonce/terrains/vente-terrain-225-m-thies-2712591,225,1 600 000 CFA,"Thies, Sénégal","background-image: url(""https://images.coinafrique.com/2712591_uploaded_image1_1603395426.jpg""); width: 408px;"
1732752650-367,https://sn.coinafrique.com/categorie/terrains?page=115,Vente Terrain 150 m² - Rufisque,https://sn.coinafrique.com/annonce/terrains/vente-terrain-150-m-rufisque-2713011,150,8 500 000 CFA,"Rufisque, Sénégal","background-image: url(""https://images.coinafrique.com/2713011_uploaded_image1_1603410532.jpg""); width: 408px;"
1732752655-368,https://sn.coinafrique.com/categorie/terrains?page=115,Terrains - Lac Rose,https://sn.coinafrique.com/annonce/terrains/terrains-lac-rose-2713032,,2 000 000 CFA,"Bargny, Sénégal","background-image: url(""https://images.coinafrique.com/2713032_uploaded_image1_1603412525.jpg""); width: 576px;"
1732752660-369,https://sn.coinafrique.com/categorie/terrains?page=115,Terrains  - Tivaouane Peulh,https://sn.coinafrique.com/annonce/terrains/terrains-tivaouane-peulh-2713079,150 m2,Prix sur demande,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2713079_uploaded_image1_1603418070.jpg""); width: 671px;"
1732752664-370,https://sn.coinafrique.com/categorie/terrains?page=115,Terrain - Keur Massar,https://sn.coinafrique.com/annonce/terrains/terrain-keur-massar-2713450,150 m2,13 000 000 CFA,"Keur Massar, Sénégal","background-image: url(""https://images.coinafrique.com/2713450_uploaded_image1_1603445306.jpg""); width: 434px;"
1732752669-371,https://sn.coinafrique.com/categorie/terrains?page=115,Terrain 167 m2 - Yoff,https://sn.coinafrique.com/annonce/terrains/terrain-167-m2-yoff-2713747,167,47 000 000 CFA,"Yoff, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2713747_uploaded_image2_1603453800.jpeg""); width: 457px;"
1732752675-372,https://sn.coinafrique.com/categorie/terrains?page=115,Terrain 225 m2 - Diass,https://sn.coinafrique.com/annonce/terrains/terrain-225-m2-diass-2714360,225,2 000 000 CFA,"Mbour, Sénégal","background-image: url(""https://images.coinafrique.com/2714360_uploaded_image1_1603470704.jpg""); width: 369px;"
1732752679-373,https://sn.coinafrique.com/categorie/terrains?page=115,Terrain 150 m2 - Rufisque,https://sn.coinafrique.com/annonce/terrains/terrain-150-m2-rufisque-2714507,150,3 500 000 CFA,"Rufisque, Sénégal","background-image: url(""https://images.coinafrique.com/2714507_uploaded_image2_1603475564.jpeg""); width: 369px;"
1732752683-374,https://sn.coinafrique.com/categorie/terrains?page=115,Vente Terrain - Rufisque,https://sn.coinafrique.com/annonce/terrains/vente-terrain-rufisque-2714794,150 m2,7 500 000 CFA,"Rufisque, Sénégal","background-image: url(""https://images.coinafrique.com/2714794_uploaded_image1_1603487594.jpg""); width: 531px;"
1732752687-375,https://sn.coinafrique.com/categorie/terrains?page=115,Vente Terrain 150 m² - Rufisque,https://sn.coinafrique.com/annonce/terrains/vente-terrain-150-m-rufisque-2714855,150,1 500 000 CFA,"Rufisque, Sénégal","background-image: url(""https://images.coinafrique.com/2714855_uploaded_image1_1603490378.jpg""); width: 369px;"
1732752691-376,https://sn.coinafrique.com/categorie/terrains?page=115,Vente Terrains 1000m² -  Diamniadio,https://sn.coinafrique.com/annonce/terrains/vente-terrains-1000m-diamniadio-2714999,1000,16 000 000 CFA,"Diamniadio, Sénégal","background-image: url(""https://images.coinafrique.com/2714999_uploaded_image1_1603498220.jpg""); width: 369px;"
1732752695-377,https://sn.coinafrique.com/categorie/terrains?page=115,Vente Terrains 1082m²  - Point e,https://sn.coinafrique.com/annonce/terrains/vente-terrains-1082m-point-e-2715028,1082,Prix sur demande,"Point E, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2715028_uploaded_image1_1603501953.jpg""); width: 369px;"
1732752700-378,https://sn.coinafrique.com/categorie/terrains?page=115,Vente Terrain 225 m² - Ndiass,https://sn.coinafrique.com/annonce/terrains/vente-terrain-225-m-ndiass-2715078,225,2 500 000 CFA,"Ndiass, Sénégal","background-image: url(""https://images.coinafrique.com/2715078_uploaded_image1_1603509662.jpg""); width: 391px;"
1732752704-379,https://sn.coinafrique.com/categorie/terrains?page=115,Vente Terrains 225 m² - Ndiass,https://sn.coinafrique.com/annonce/terrains/vente-terrains-225-m-ndiass-2715081,225,1 000 000 CFA,"Ndiass, Sénégal","background-image: url(""https://images.coinafrique.com/2715081_uploaded_image1_1603509985.jpg""); width: 391px;"
1732752708-380,https://sn.coinafrique.com/categorie/terrains?page=115,Vente Terrain 208 m² - Sicap Liberté 6,https://sn.coinafrique.com/annonce/terrains/vente-terrain-208-m-sicap-liberte-6-2715184,208,70 000 000 CFA,"Sicap Liberté, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2715184_uploaded_image1_1603524934.jpg""); width: 559px;"
1732752712-381,https://sn.coinafrique.com/categorie/terrains?page=115,Vente terrain 100 ha - Thiès,https://sn.coinafrique.com/annonce/terrains/vente-terrain-100-ha-thies-2715254,1000000 m2,260 000 000 CFA,"Mbour, Sénégal","background-image: url(""https://images.coinafrique.com/2715254_uploaded_image1_1603527745.jpg""); width: 370px;"
1732752717-382,https://sn.coinafrique.com/categorie/terrains?page=115,Vente Terrain 1300m²  - Mbour,https://sn.coinafrique.com/annonce/terrains/vente-terrain-1300m-mbour-2715311,1300,55 000 000 CFA,"Mbour, Sénégal","background-image: url(""https://images.coinafrique.com/2715311_uploaded_image1_1603529832.jpg""); width: 369px;"
1732752722-383,https://sn.coinafrique.com/categorie/terrains?page=115,Vente Terrain Bambilor - Goromm,https://sn.coinafrique.com/annonce/terrains/vente-terrain-bambilor-goromm-2715391,,2 500 000 CFA,"Parcelle Assainies, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2715391_uploaded_image1_1603533152.jpg""); width: 419px;"
1732752725-384,https://sn.coinafrique.com/categorie/terrains?page=115,Vente Terrains 340m²  - Ndiass,https://sn.coinafrique.com/annonce/terrains/vente-terrains-340m-ndiass-2715572,340,2 000 000 CFA,"Ndiass, Sénégal","background-image: url(""https://images.coinafrique.com/2715572_uploaded_image1_1603538611.jpg""); width: 406px;"
1732752729-385,https://sn.coinafrique.com/categorie/terrains?page=115,Vente Terrain 340m²  - Ndiass,https://sn.coinafrique.com/annonce/terrains/vente-terrain-340m-ndiass-2715582,340,2 000 000 CFA,"Ndiass, Sénégal","background-image: url(""https://images.coinafrique.com/2715582_uploaded_image1_1603538812.jpg""); width: 406px;"
1732752733-386,https://sn.coinafrique.com/categorie/terrains?page=115,Vente Terrain 150 m²  - Rufisque,https://sn.coinafrique.com/annonce/terrains/vente-terrain-150-m-rufisque-2716697,150,1 500 000 CFA,"Rufisque, Sénégal","background-image: url(""https://images.coinafrique.com/2716697_uploaded_image1_1603592076.jpg""); width: 488px;"
1732752739-387,https://sn.coinafrique.com/categorie/terrains?page=115,Vente Terrain,https://sn.coinafrique.com/annonce/terrains/vente-terrain-2716707,150 m2,2 500 000 CFA,"Sebikotane, Sénégal","background-image: url(""https://images.coinafrique.com/2716707_uploaded_image1_1603595400.jpg""); width: 443px;"
1732752745-388,https://sn.coinafrique.com/categorie/terrains?page=115,Vente terrains 150 m² - Dakar,https://sn.coinafrique.com/annonce/terrains/vente-terrains-150-m-dakar-2716998,150,2 500 000 CFA,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2716998_uploaded_image1_1603624193.jpg""); width: 377px;"
1732752749-389,https://sn.coinafrique.com/categorie/terrains?page=115,Vente Terrain 150 m² - Keur Massar,https://sn.coinafrique.com/annonce/terrains/vente-terrain-150-m-keur-massar-2717140,150,7 500 000 CFA,"Keur Massar, Sénégal","background-image: url(""https://images.coinafrique.com/2717140_uploaded_image1_1603629571.jpg""); width: 535px;"
1732752754-390,https://sn.coinafrique.com/categorie/terrains?page=115,Vente Terrain 150 m² - Rufisque,https://sn.coinafrique.com/annonce/terrains/vente-terrain-150-m-rufisque-2717162,150,15 000 000 CFA,"Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2717162_uploaded_image1_1603630313.jpg""); width: 450px;"
1732752759-391,https://sn.coinafrique.com/categorie/terrains?page=115,Vente Terrain - Sante Yalla,https://sn.coinafrique.com/annonce/terrains/vente-terrain-sante-yalla-2717273,150 m2,Prix sur demande,"Rufisque, Sénégal","background-image: url(""https://images.coinafrique.com/2717273_uploaded_image1_1603634608.jpg""); width: 596px;"
1732752764-392,https://sn.coinafrique.com/categorie/terrains?page=115,Vente Terrain - VDN 3,https://sn.coinafrique.com/annonce/terrains/vente-terrain-vdn-3-2717728,150 m2,35 000 000 CFA,"Keur Massar, Sénégal","background-image: url(""https://images.coinafrique.com/2717728_uploaded_image1_1603649521.jpg""); width: 410px;"
1732752768-393,https://sn.coinafrique.com/categorie/terrains?page=115,Vente Terrain 150 m² - Sud Foire Cité Sonatel,https://sn.coinafrique.com/annonce/terrains/vente-terrain-150-m-sud-foire-cite-sonatel-2718283,150 m2,60 000 000 CFA,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2718283_uploaded_image1_1603673298.jpg""); width: 415px;"
1732752773-394,https://sn.coinafrique.com/categorie/terrains?page=115,Terrains - Keur Massar,https://sn.coinafrique.com/annonce/terrains/terrains-keur-massar-2718628,150 m2,8 000 000 CFA,"Keur Massar, Sénégal","background-image: url(""https://images.coinafrique.com/2718628_uploaded_image1_1603703224.jpg""); width: 410px;"
1732752781-395,https://sn.coinafrique.com/categorie/terrains?page=115,Vente terrain  - Keur massar,https://sn.coinafrique.com/annonce/terrains/vente-terrain-keur-massar-2718852,150 m2,Prix sur demande,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2718852_uploaded_image2_1603708704.jpeg""); width: 412px;"
1732752785-396,https://sn.coinafrique.com/categorie/terrains?page=115,Terrains  150 m2 - Keur massar,https://sn.coinafrique.com/annonce/terrains/terrains-150-m2-keur-massar-2719062,3,8 000 000 CFA,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2719062_uploaded_image1_1603714589.jpg""); width: 559px;"
1732752792-397,https://sn.coinafrique.com/categorie/terrains?page=115,Terrain 150 m2   -Guediawaye,https://sn.coinafrique.com/annonce/terrains/terrain-150-m2-guediawaye-2719146,150,20 000 000 CFA,"Guediawaye, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2719146_uploaded_image1_1603716415.jpg""); width: 671px;"
1732752795-398,https://sn.coinafrique.com/categorie/terrains?page=115,Terrains  - Zac'mbao/kounoune,https://sn.coinafrique.com/annonce/terrains/terrains-zacmbao-kounoune-2719396,150 m2,5 000 000 CFA,"Rufisque, Sénégal","background-image: url(""https://images.coinafrique.com/2719396_uploaded_image2_1603723525.jpeg""); width: 596px;"
1732752800-399,https://sn.coinafrique.com/categorie/terrains?page=115,Terrain 180 m2 - Keur Mbaye fall,https://sn.coinafrique.com/annonce/terrains/terrain-180-m2-keur-mbaye-fall-2720696,180,11 000 000 CFA,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2720696_uploaded_image1_1603787239.jpg""); width: 369px;"
1732752804-400,https://sn.coinafrique.com/categorie/terrains?page=115,Vente terrains 150 m2 - Rufisque,https://sn.coinafrique.com/annonce/terrains/vente-terrains-150-m2-rufisque-2721810,150,16 000 000 CFA,"Rufisque, Sénégal","background-image: url(""https://images.coinafrique.com/2721810_uploaded_image1_1603816722.jpg""); width: 488px;"
1732752810-401,https://sn.coinafrique.com/categorie/terrains?page=115,Terrains 179 m²  - Rufisque,https://sn.coinafrique.com/annonce/terrains/terrains-179-m-rufisque-2721833,179,19 000 000 CFA,"Rufisque, Sénégal","background-image: url(""https://images.coinafrique.com/2721833_uploaded_image1_1603817397.jpg""); width: 488px;"
1732752815-402,https://sn.coinafrique.com/categorie/terrains?page=115,Vente Terrain 2 ha - Keur Massar,https://sn.coinafrique.com/annonce/terrains/vente-terrain-2-ha-keur-massar-2722001,26170 m2,Prix sur demande,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2722001_uploaded_image1_1603823248.jpg""); width: 395px;"
1732752820-403,https://sn.coinafrique.com/categorie/terrains?page=115,Vente terrain 225 m² - Gorom,https://sn.coinafrique.com/annonce/terrains/vente-terrain-225-m-gorom-2722111,225 m2,3 500 000 CFA,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2722111_uploaded_image1_1603827627.jpg""); width: 556px;"
1732752824-404,https://sn.coinafrique.com/categorie/terrains?page=115,Vente terrains 340 m² - Ndiass,https://sn.coinafrique.com/annonce/terrains/vente-terrains-340-m-ndiass-2722206,340,2 000 000 CFA,"Ndiass, Sénégal","background-image: url(""https://images.coinafrique.com/2722206_uploaded_image1_1603831347.jpg""); width: 406px;"
1732752829-405,https://sn.coinafrique.com/categorie/terrains?page=115,Vente Terrain 340 m² - Ndiass,https://sn.coinafrique.com/annonce/terrains/vente-terrain-340-m-ndiass-2722213,340,2 000 000 CFA,"Ndiass, Sénégal","background-image: url(""https://images.coinafrique.com/2722213_uploaded_image1_1603831496.jpg""); width: 406px;"
1732752834-406,https://sn.coinafrique.com/categorie/terrains?page=115,Terrains 600 m2 - Dakar,https://sn.coinafrique.com/annonce/terrains/terrains-600-m2-dakar-2722495,600,7 000 000 CFA,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2722495_uploaded_image1_1603847698.jpg""); width: 576px;"
1732752839-407,https://sn.coinafrique.com/categorie/terrains?page=115,Terrains 10000 m²  - Mbour,https://sn.coinafrique.com/annonce/terrains/terrains-10000-m-mbour-2722995,10000,70 000 000 CFA,"Mbour, Sénégal","background-image: url(""https://images.coinafrique.com/2722995_uploaded_image1_1603881159.jpg""); width: 538px;"
1732752845-408,https://sn.coinafrique.com/categorie/terrains?page=115,Terrain - Keur Massar - Bambilor,https://sn.coinafrique.com/annonce/terrains/terrain-keur-massar-bambilor-2723524,4,16 000 000 CFA,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2723524_uploaded_image2_1603895005.jpeg""); width: 559px;"
1732752851-409,https://sn.coinafrique.com/categorie/terrains?page=115,Vente Terrain - Thies,https://sn.coinafrique.com/annonce/terrains/vente-terrain-thies-2724182,1000 m2,70 000 000 CFA,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2724182_uploaded_image1_1603915328.jpg""); width: 406px;"
1732752854-410,https://sn.coinafrique.com/categorie/terrains?page=115,Vente Terrains 50000m²  - Mbour,https://sn.coinafrique.com/annonce/terrains/vente-terrains-50000m-mbour-2724298,50000,50 000 000 CFA,"Mbour, Sénégal","background-image: url(""https://images.coinafrique.com/2724298_uploaded_image1_1603920035.jpg""); width: 550px;"
1732752860-411,https://sn.coinafrique.com/categorie/terrains?page=115,Vente Terrain - Almadies 2,https://sn.coinafrique.com/annonce/terrains/vente-terrain-almadies-2-2724626,150 m2,20 000 000 CFA,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2724626_uploaded_image1_1603952647.jpg""); width: 417px;"
1732752864-412,https://sn.coinafrique.com/categorie/terrains?page=115,Vente Terrain 4 hectares - Diamniadio,https://sn.coinafrique.com/annonce/terrains/vente-terrain-4-hectares-diamniadio-2725108,4,160 CFA,"Diamniadio, Sénégal","background-image: url(""https://images.coinafrique.com/2725108_uploaded_image1_1603973214.jpg""); width: 416px;"
1732752868-413,https://sn.coinafrique.com/categorie/terrains?page=115,Vente Terrains 300m²  - Mbour,https://sn.coinafrique.com/annonce/terrains/vente-terrains-300m-mbour-2726418,300,10 000 000 CFA,"Mbour, Sénégal","background-image: url(""https://images.coinafrique.com/2726418_uploaded_image1_1604047718.jpg""); width: 515px;"
1732752874-414,https://sn.coinafrique.com/categorie/terrains?page=115,Vente Terrain 300m² - Saly,https://sn.coinafrique.com/annonce/terrains/vente-terrain-300m-saly-2727085,300 m2,10 000 000 CFA,"Saly, Sénégal","background-image: url(""https://images.coinafrique.com/2727085_uploaded_image1_1604071011.jpg""); width: 493px;"
1732752879-415,https://sn.coinafrique.com/categorie/terrains?page=115,Terrain 300 m² - Saly,https://sn.coinafrique.com/annonce/terrains/terrain-300-m-saly-2727221,300,8 000 000 CFA,"Saly, Sénégal","background-image: url(""https://images.coinafrique.com/2727221_uploaded_image1_1604074222.jpg""); width: 445px;"
1732752883-416,https://sn.coinafrique.com/categorie/terrains?page=115,Vente Terrain 2000m² - Diass,https://sn.coinafrique.com/annonce/terrains/vente-terrain-2000m-diass-2727474,2000 m2,20 000 000 CFA,"Diamniadio, Sénégal","background-image: url(""https://images.coinafrique.com/2727474_uploaded_image1_1604088300.jpg""); width: 369px;"
1732752888-417,https://sn.coinafrique.com/categorie/terrains?page=115,Vente Terrain 600 m² - Mbodiène,https://sn.coinafrique.com/annonce/terrains/vente-terrain-600-m-mbodiene-2727491,600,6 000 000 CFA,"Mbour, Sénégal","background-image: url(""https://images.coinafrique.com/2727491_uploaded_image1_1604089063.jpg""); width: 550px;"
1732752893-418,https://sn.coinafrique.com/categorie/terrains?page=115,Vente Terrain 745 m² - Almadies,https://sn.coinafrique.com/annonce/terrains/vente-terrain-745-m-almadies-2728079,745,265 000 000 CFA,"Almadies, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2728079_uploaded_image1_1604142126.jpg""); width: 505px;"
1732752897-419,https://sn.coinafrique.com/categorie/terrains?page=115,Vente Terrain 150 m² - Dakar,https://sn.coinafrique.com/annonce/terrains/vente-terrain-150-m-dakar-2728204,150,3 000 000 CFA,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2728204_uploaded_image1_1604147804.jpg""); width: 422px;"
1732752904-420,https://sn.coinafrique.com/categorie/terrains?page=115,Vente Terrains 300m²  - Mboro,https://sn.coinafrique.com/annonce/terrains/vente-terrains-300m-mboro-2728519,300,3 500 000 CFA,"Mboro, Sénégal","background-image: url(""https://images.coinafrique.com/2728519_uploaded_image2_1604160706.jpeg""); width: 369px;"
1732752923-421,https://sn.coinafrique.com/categorie/terrains?page=114,Vente Terrain 100000  - Mbour,https://sn.coinafrique.com/annonce/terrains/vente-terrain-100000-mbour-2728646,100000,Prix sur demande,"Mbour, Sénégal","background-image: url(""https://images.coinafrique.com/2728646_uploaded_image1_1604166933.jpg""); width: 369px;"
1732752927-422,https://sn.coinafrique.com/categorie/terrains?page=114,Vente Terrain 150m² - Délibération,https://sn.coinafrique.com/annonce/terrains/vente-terrain-150m-deliberation-2728829,150 m2,1 700 000 CFA,"Sébikhotane, Sénégal","background-image: url(""https://images.coinafrique.com/2728829_uploaded_image1_1604176929.jpg""); width: 443px;"
1732752932-423,https://sn.coinafrique.com/categorie/terrains?page=114,Vente Terrain 300 m² - Yeny Guédj,https://sn.coinafrique.com/annonce/terrains/vente-terrain-300-m-yeny-guedj-2729796,300 m2,2 500 000 CFA,"Rufisque, Sénégal","background-image: url(""https://images.coinafrique.com/2729796_uploaded_image1_1604231447.jpg""); width: 570px;"
1732752935-424,https://sn.coinafrique.com/categorie/terrains?page=114,Vente terrain - Bambylor Gorom,https://sn.coinafrique.com/annonce/terrains/vente-terrain-bambylor-gorom-2729857,150 m2,1 500 000 CFA,"Les Parcelles Assainies, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2729857_uploaded_image1_1604232840.jpg""); width: 422px;"
