web-scraper-order,web-scraper-start-url,terrains_links,terrains_links-href,area,price,address,images_links
1732794373-380,https://sn.coinafrique.com/categorie/terrains?page=26,Terrain 175m² - Diamniadio,https://sn.coinafrique.com/annonce/terrains/terrain-175m-diamniadio-4457495,150 m2,3 500 000 CFA,"Diamniadio, Sénégal","background-image: url(""https://images.coinafrique.com/4457495_uploaded_image1_1699967525.16.jpeg""); width: 395px;"
1732794377-381,https://sn.coinafrique.com/categorie/terrains?page=26,Terrain 1371 m² - Saly,https://sn.coinafrique.com/annonce/terrains/terrain-1371-m-saly-4440433,1371,145 000 000 CFA,"Saly, Sénégal","background-image: url(""https://images.coinafrique.com/4440433_uploaded_image1_1698932465.jpg""); width: 544px;"
1732794382-382,https://sn.coinafrique.com/categorie/terrains?page=26,Terrain 230 m²  - Pikine,https://sn.coinafrique.com/annonce/terrains/terrain-230-m-pikine-4477503,230,45 000 000 CFA,"Pikine, Sénégal","background-image: url(""https://images.coinafrique.com/4477503_uploaded_image1_1701273618.jpg""); width: 535px;"
1732794386-383,https://sn.coinafrique.com/categorie/terrains?page=26,Terrain 150m² - Rufisque,https://sn.coinafrique.com/annonce/terrains/terrain-150m-rufisque-4478329,150,2 500 000 CFA,"Rufisque, Sénégal","background-image: url(""https://images.coinafrique.com/4478329_uploaded_image1_1701332788.jpg""); width: 437px;"
1732794390-384,https://sn.coinafrique.com/categorie/terrains?page=26,Terrain 250m² - Malicounda,https://sn.coinafrique.com/annonce/terrains/terrain-250m-malicounda-4478355,250 m2,4 000 000 CFA,"Malikounda, Sénégal","background-image: url(""https://images.coinafrique.com/4478355_uploaded_image1_1701334009.jpg""); width: 567px;"
1732794395-385,https://sn.coinafrique.com/categorie/terrains?page=26,Terrain 225 m²  - Ndayane,https://sn.coinafrique.com/annonce/terrains/terrain-225-m-ndayane-4478506,225 m2,5 000 000 CFA,"Mbour, Sénégal","background-image: url(""https://images.coinafrique.com/4478506_uploaded_image1_1701339971.jpg""); width: 637px;"
1732794399-386,https://sn.coinafrique.com/categorie/terrains?page=26,Terrain 300m² - Ndayane Résidence,https://sn.coinafrique.com/annonce/terrains/terrain-300m-ndayane-residence-4478515,300 m2,6 000 000 CFA,"Mbour, Sénégal","background-image: url(""https://images.coinafrique.com/4478515_uploaded_image1_1701340184.jpg""); width: 637px;"
1732794403-387,https://sn.coinafrique.com/categorie/terrains?page=26,Terrain 300m² - Mbour,https://sn.coinafrique.com/annonce/terrains/terrain-300m-mbour-4478530,300,15 000 000 CFA,"Mbour, Sénégal","background-image: url(""https://images.coinafrique.com/4478530_uploaded_image2_1701340947.jpeg""); width: 488px;"
1732794407-388,https://sn.coinafrique.com/categorie/terrains?page=26,Terrain 300m²  - Mbour,https://sn.coinafrique.com/annonce/terrains/terrain-300m-mbour-4441950,300,25 000 000 CFA,"Mbour, Sénégal","background-image: url(""https://images.coinafrique.com/4441950_uploaded_image1_1699012842.jpg""); width: 561px;"
1732794412-389,https://sn.coinafrique.com/categorie/terrains?page=26,Terrain 225 m²  - Ndiass,https://sn.coinafrique.com/annonce/terrains/terrain-225-m-ndiass-4478795,225,2 000 000 CFA,"Ndiass, Sénégal","background-image: url(""https://images.coinafrique.com/4478795_uploaded_image1_1701348647.jpg""); width: 526px;"
1732794417-390,https://sn.coinafrique.com/categorie/terrains?page=26,Terrain - Diass,https://sn.coinafrique.com/annonce/terrains/terrain-diass-4479216,150 m2,2 500 000 CFA,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4479216_uploaded_image1_1701364214.jpg""); width: 420px;"
1732794423-391,https://sn.coinafrique.com/categorie/terrains?page=26,Terrain 300m² - Tivaouane Peulh,https://sn.coinafrique.com/annonce/terrains/terrain-300m-tivaouane-peulh-4479801,300 m2,38 000 000 CFA,"Mbao, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4479801_uploaded_image1_1701411422.jpg""); width: 369px;"
1732794428-392,https://sn.coinafrique.com/categorie/terrains?page=26,Terrain 3000m² - Mbour,https://sn.coinafrique.com/annonce/terrains/terrain-3000m-mbour-4480041,3000,Prix sur demande,"Mbour, Sénégal","background-image: url(""https://images.coinafrique.com/4480041_uploaded_image1_1701423480.jpg""); width: 395px;"
1732794432-393,https://sn.coinafrique.com/categorie/terrains?page=26,Terrain 337m² - Pikine Saint Louis,https://sn.coinafrique.com/annonce/terrains/terrain-337m-pikine-saint-louis-4480102,337 m2,Prix sur demande,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4480102_uploaded_image1_1701426091.jpg""); width: 501px;"
1732794436-394,https://sn.coinafrique.com/categorie/terrains?page=26,Terrain 3 lots - Keur Massar,https://sn.coinafrique.com/annonce/terrains/terrain-3-lots-keur-massar-4480382,150 m2,11 000 000 CFA,"Keur Massar, Sénégal","background-image: url(""https://images.coinafrique.com/4480382_uploaded_image1_1701433032.jpg""); width: 408px;"
1732794440-395,https://sn.coinafrique.com/categorie/terrains?page=26,Terrain - Mbour,https://sn.coinafrique.com/annonce/terrains/terrain-mbour-4480406,200 m2,6 000 000 CFA,"Mbour, Sénégal","background-image: url(""https://images.coinafrique.com/4480406_uploaded_image2_1701433637.jpeg""); width: 432px;"
1732794444-396,https://sn.coinafrique.com/categorie/terrains?page=26,Terrain  - Keur Massar,https://sn.coinafrique.com/annonce/terrains/terrain-keur-massar-4480482,150 m2,14 500 000 CFA,"Keur Massar, Sénégal","background-image: url(""https://images.coinafrique.com/4480482_uploaded_image1_1701436211.jpg""); width: 408px;"
1732794447-397,https://sn.coinafrique.com/categorie/terrains?page=26,Terrain 48000m²  - Hann Bel-Air Yarah,https://sn.coinafrique.com/annonce/terrains/terrain-48000m-hann-bel-air-yarah-4440434,48000,350 000 CFA,"Hann Bel-Air, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4440434_uploaded_image1_1698932534.jpg""); width: 671px;"
1732794451-398,https://sn.coinafrique.com/categorie/terrains?page=26,Terrain 300m²  - Parcelle Assainies-unité 15,https://sn.coinafrique.com/annonce/terrains/terrain-300m-parcelle-assainies-unite-15-4439465,300,75 000 000 CFA,"Parcelle Assainies, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4439465_uploaded_image1_1698879612.jpg""); width: 671px;"
1732794455-399,https://sn.coinafrique.com/categorie/terrains?page=26,Terrain 1371 m² - Saly Diambar,https://sn.coinafrique.com/annonce/terrains/terrain-1371m-saly-diambar-4443767,1371,145 000 000 CFA,"Saly, Sénégal","background-image: url(""https://images.coinafrique.com/4443767_uploaded_image1_1699117244.jpg""); width: 544px;"
1732794460-400,https://sn.coinafrique.com/categorie/terrains?page=26,Terrain 150m²  - Rufisque,https://sn.coinafrique.com/annonce/terrains/terrain-150m-rufisque-4481883,150,250 CFA,"Rufisque, Sénégal","background-image: url(""https://images.coinafrique.com/4481883_uploaded_image1_1701522053.jpg""); width: 486px;"
1732794463-401,https://sn.coinafrique.com/categorie/terrains?page=26,Terrains 200m² - Sipres,https://sn.coinafrique.com/annonce/terrains/terrains-200m-sipres-4481984,200,500 000 CFA,"Sipres, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4481984_uploaded_image1_1701525739.jpg""); width: 381px;"
1732794467-402,https://sn.coinafrique.com/categorie/terrains?page=26,Terrains 2036 m2 - Fann-Residence,https://sn.coinafrique.com/annonce/terrains/terrains-2036-m2-fann-residence-4441742,2036,1 100 000 CFA,"Fann, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4441742_uploaded_image1_1699005736.jpg""); width: 671px;"
1732794471-403,https://sn.coinafrique.com/categorie/terrains?page=26,Terrain 720 m² - Thiès,https://sn.coinafrique.com/annonce/terrains/terrain-720-m-thies-4483028,720 m2,50 000 000 CFA,"Thies, Sénégal","background-image: url(""https://images.coinafrique.com/4483028_uploaded_image2_1701611138.jpeg""); width: 596px;"
1732794474-404,https://sn.coinafrique.com/categorie/terrains?page=26,Terrain 151 m2 - Tivaoune Peulh,https://sn.coinafrique.com/annonce/terrains/terrain-151-m2-tivaoune-peulh-4446790,151,14 000 000 CFA,"Mermoz-Sacré Coeur, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4446790_uploaded_image1_1699323194.jpg""); width: 453px;"
1732794480-405,https://sn.coinafrique.com/categorie/terrains?page=26,Terrain - Sicap libéré 2,https://sn.coinafrique.com/annonce/terrains/terrain-sicap-libere-2-4484760,380 m2,280 000 000 CFA,"Sicap Liberté, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4484760_uploaded_image1_1701706520.jpg""); width: 388px;"
1732794485-406,https://sn.coinafrique.com/categorie/terrains?page=26,Terrain 150 m²  - Lac Rose,https://sn.coinafrique.com/annonce/terrains/terrain-150-m-lac-rose-4484810,150 m2,5 000 000 CFA,"Lac rose, Sénégal","background-image: url(""https://images.coinafrique.com/4484810_uploaded_image1_1701708690.jpg""); width: 577px;"
1732794490-407,https://sn.coinafrique.com/categorie/terrains?page=26,Terrains 150m²  - Keur Massar,https://sn.coinafrique.com/annonce/terrains/terrains-150m-keur-massar-4484888,150,15 000 000 CFA,"Mbao, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4484888_uploaded_image1_1701711565.jpg""); width: 473px;"
1732794494-408,https://sn.coinafrique.com/categorie/terrains?page=26,Terrain - Cité Doudou Bass,https://sn.coinafrique.com/annonce/terrains/terrain-cite-doudou-bass-4484893,150,18 000 000 CFA,"Rufisque, Sénégal","background-image: url(""https://images.coinafrique.com/4484893_uploaded_image1_1701711690.jpg""); width: 517px;"
1732794499-409,https://sn.coinafrique.com/categorie/terrains?page=26,Terrain - Malika plage extension VDN 3,https://sn.coinafrique.com/annonce/terrains/terrain-malika-plage-extension-vdn-3-4484991,150,10 000 000 CFA,"Guediawaye, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4484991_uploaded_image1_1701716843.jpg""); width: 633px;"
1732794502-410,https://sn.coinafrique.com/categorie/terrains?page=26,Terrain 225m² - Thiès,https://sn.coinafrique.com/annonce/terrains/terrain-225m-thies-4484998,225 m2,250 000 CFA,"Thies, Sénégal","background-image: url(""https://images.coinafrique.com/4484998_uploaded_image1_1701717177.jpg""); width: 436px;"
1732794509-411,https://sn.coinafrique.com/categorie/terrains?page=26,Terrains 300m² - Nguerigne,https://sn.coinafrique.com/annonce/terrains/terrains-300m-nguerigne-4485216,300,10 000 000 CFA,"Ngaparou, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_4485216_uploaded_image1_1701728249.jpg""); width: 369px;"
1732794512-412,https://sn.coinafrique.com/categorie/terrains?page=26,Terrain 200m² - Sipres,https://sn.coinafrique.com/annonce/terrains/terrain-200m-sipres-4485917,200,900 000 CFA,"Sipres, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4485917_uploaded_image3_1701772774.jpeg""); width: 522px;"
1732794515-413,https://sn.coinafrique.com/categorie/terrains?page=26,Terrain 1 hectare - Pointe Sarène,https://sn.coinafrique.com/annonce/terrains/terrain-1-hectare-pointe-sarene-4486094,10991 m2,55 000 000 CFA,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4486094_uploaded_image1_1701779183.jpg""); width: 593px;"
1732794519-414,https://sn.coinafrique.com/categorie/terrains?page=26,Terrain 502m²  - Ouest Foire,https://sn.coinafrique.com/annonce/terrains/terrain-502m-ouest-foire-4449016,502,300 000 000 CFA,"Ouest Foire, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4449016_uploaded_image1_1699446450.jpg""); width: 421px;"
1732794523-415,https://sn.coinafrique.com/categorie/terrains?page=26,Terrain 502 m² - Ouest Foire,https://sn.coinafrique.com/annonce/terrains/terrain-502-m-ouest-foire-4449006,502,300 000 000 CFA,"Ouest Foire, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4449006_uploaded_image1_1699446095.jpg""); width: 421px;"
1732794526-416,https://sn.coinafrique.com/categorie/terrains?page=26,Terrain 150m² - Rufisque,https://sn.coinafrique.com/annonce/terrains/terrain-150m-rufisque-4486397,150,18 000 000 CFA,"Rufisque, Sénégal","background-image: url(""https://images.coinafrique.com/4486397_uploaded_image2_1701791827.jpeg""); width: 552px;"
1732794529-417,https://sn.coinafrique.com/categorie/terrains?page=26,Terrain 150m² - Ancar,https://sn.coinafrique.com/annonce/terrains/terrain-150m-ancar-4486435,,16 000 000 CFA,"Rufisque, Sénégal","background-image: url(""https://images.coinafrique.com/4486435_uploaded_image1_1701793149.jpg""); width: 550px;"
1732794532-418,https://sn.coinafrique.com/categorie/terrains?page=26,Terrain 251m²  - Rufisque,https://sn.coinafrique.com/annonce/terrains/terrain-251m-rufisque-4449337,251,14 000 000 CFA,"Rufisque, Sénégal","background-image: url(""https://images.coinafrique.com/4449337_uploaded_image1_1699458849.jpg""); width: 561px;"
1732794536-419,https://sn.coinafrique.com/categorie/terrains?page=26,Terrain 150m² - Bambilor,https://sn.coinafrique.com/annonce/terrains/terrain-150m-bambilor-4486538,,5 000 000 CFA,"Rufisque, Sénégal","background-image: url(""https://images.coinafrique.com/4486538_uploaded_image1_1701797818.jpg""); width: 396px;"
1732794541-420,https://sn.coinafrique.com/categorie/terrains?page=26,Terrain 1200m² - Ngaparou,https://sn.coinafrique.com/annonce/terrains/terrain-1200m-ngaparou-4486757,1200,32 000 000 CFA,"Ngaparou, Sénégal","background-image: url(""https://images.coinafrique.com/4486757_uploaded_image1_1701807789.jpg""); width: 451px;"
1732794554-421,https://sn.coinafrique.com/categorie/terrains?page=25,Terrain 225m² - Thies,https://sn.coinafrique.com/annonce/terrains/terrain-225m-thies-4487438,225 m2,8 000 000 CFA,"Thies, Sénégal","background-image: url(""https://images.coinafrique.com/4487438_uploaded_image1_1701859373.jpg""); width: 369px;"
1732794558-422,https://sn.coinafrique.com/categorie/terrains?page=25,Terrain 200m² - Thiès,https://sn.coinafrique.com/annonce/terrains/terrain-200m-thies-4487457,200 m2,17 000 000 CFA,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4487457_uploaded_image1_1701859973.jpg""); width: 545px;"
1732794562-423,https://sn.coinafrique.com/categorie/terrains?page=25,Terrain 180 m² - Keur Massar,https://sn.coinafrique.com/annonce/terrains/terrain-180-m-keur-massar-4450307,180,15 000 000 CFA,"Keur Massar, Sénégal","background-image: url(""https://images.coinafrique.com/4450307_uploaded_image1_1699527848.jpg""); width: 421px;"
1732794566-424,https://sn.coinafrique.com/categorie/terrains?page=25,Terrain 632 m² - Harman angra,https://sn.coinafrique.com/annonce/terrains/terrain-632-m-harman-angra-4487937,632 m2,500 000 000 CFA,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4487937_uploaded_image1_1701876813.jpg""); width: 443px;"
1732794570-425,https://sn.coinafrique.com/categorie/terrains?page=25,Terrain 2 lots - Almadies,https://sn.coinafrique.com/annonce/terrains/terrain-2-lots-almadies-4488380,248 m2,125 000 000 CFA,"Almadies, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4488380_uploaded_image1_1701895368.jpg""); width: 418px;"
1732794573-426,https://sn.coinafrique.com/categorie/terrains?page=25,Terrain 4577 m² - Pikine,https://sn.coinafrique.com/annonce/terrains/terrain-4577-m-pikine-4488614,4577,520 000 000 CFA,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4488614_uploaded_image2_1701910228.jpeg""); width: 375px;"
1732794577-427,https://sn.coinafrique.com/categorie/terrains?page=25,Terrain 300m²  - Saly,https://sn.coinafrique.com/annonce/terrains/terrain-300m-saly-4488957,300,24 500 000 CFA,"Saly, Sénégal","background-image: url(""https://images.coinafrique.com/4488957_uploaded_image1_1701943358.jpg""); width: 533px;"
1732794581-428,https://sn.coinafrique.com/categorie/terrains?page=25,Vente villa à démolir - Zac Mbao,https://sn.coinafrique.com/annonce/terrains/vente-villa-a-demolir-zac-mbao-4450535,150,20 000 000 CFA,"Mbao, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4450535_uploaded_image1_1699534764.jpg""); width: 552px;"
1732794585-429,https://sn.coinafrique.com/categorie/terrains?page=25,Vente villa á démolir - Dieuppeul-Derklé,https://sn.coinafrique.com/annonce/terrains/vente-villa-a-demolir-dieuppeul-derkle-4452134,253,135 000 000 CFA,"Dieuppeul-Derklé, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/4452134_uploaded_image1_1699619773.jpg""); width: 561px;"
1732794589-430,https://sn.coinafrique.com/categorie/terrains?page=25,Terrain 225m²  - Thiès,https://sn.coinafrique.com/annonce/terrains/terrain-225m-thies-4490674,225 m2,750 000 CFA,"Mbour, Sénégal","background-image: url(""https://images.coinafrique.com/4490674_uploaded_image1_1702029390.jpg""); width: 637px;"
